ID,matched_score
1,0.8100176977484235
2,0.6375943560868229
3,0.5721300571070952
4,0.5243122484470326
5,0.684124082599147
6,0.6436764573798083
7,0.7081155407300719
8,0.7482193738799312
9,0.5783302415762521
10,0.7368721519430784
11,0.6914683346242598
12,0.8401583967281386
13,0.6877053480354423
14,0.47213704327077854
15,0.4277417624551981
16,0.7483975823416543
17,0.722125274746481
18,0.6719585503745218
19,0.7150218023396098
20,0.8435690409576944
21,0.6712969266163444
22,0.5678956069536223
23,0.5603129220986443
24,0.7104663304645213
25,0.868587735752209
26,0.748182801809951
27,0.5908500159950223
28,0.6802814505657466
29,0.49632266350521553
30,0.761831612759288
31,0.6888517571479307
32,0.741249688925627
33,0.8245909693286475
34,0.49066274151624045
35,0.7832318198670657
36,0.7221286487830539
37,0.8326887186011593
38,0.6004253467986956
39,0.5833406535888336
40,0.7710606613782554
41,0.6743474483607713
42,0.766739662061653
43,0.8243896507669619
44,0.48143356070602916
45,0.7569161824200159
46,0.7629946363161407
47,0.5995807025036595
48,0.7158578877621538
49,0.5007257952755589
50,0.5360703668944209
51,0.7910487516136084
52,0.7265941542614613
53,0.7285915278073791
54,0.8331041317684524
55,0.6903114892475408
56,0.5483214577509273
57,0.8142492036359574
58,0.5497322910501548
59,0.6042428117950724
60,0.448597732117483
61,0.7543917791002674
62,0.7349817065269681
63,0.7876401603599569
64,0.45103776323642997
65,0.6124268148402552
66,0.6876128329170521
67,0.6672340468546349
68,0.7288076945430991
69,0.7812947073670067
70,0.7038262239299968
71,0.7752747520829957
72,0.7375049587744118
73,0.5860329125848307
74,0.7922185045376697
75,0.6587989084798532
76,0.6464752702450647
77,0.4257844047737667
78,0.5270418925231685
79,0.8364006630484349
80,0.39711177826863775
81,0.6334683516111271
82,0.5443332859044767
83,0.7037084549542247
84,0.5324970157300948
85,0.4570981198431461
86,0.6096051193738873
87,0.5834719404460939
88,0.5967149333348827
89,0.7341808712660222
90,0.7364017889222126
91,0.7351172085488529
92,0.5049274075473248
93,0.6825018874665933
94,0.560670693979056
95,0.5031532291401936
96,0.7575705069448766
97,0.7600941456266597
98,0.6323598440866443
99,0.7335880675579209
100,0.7192954294258831
101,0.7161403588185139
102,0.4181191149167882
103,0.7564421312584882
104,0.5273495218784767
105,0.7978492439333374
106,0.42033711933421286
107,0.7513495352381174
108,0.7276645112915728
109,0.676383274892909
110,0.5463768538905279
111,0.6656469003028609
112,0.7497232127029512
113,0.7300457525776105
114,0.7592172728929094
115,0.6308215413524111
116,0.7937590167826459
117,0.6838370280644877
118,0.8220991399300223
119,0.7948411839855185
120,0.6983986676086389
121,0.5303705322356194
122,0.7490537122279785
123,0.6864614363520027
124,0.8066241634785078
125,0.7376818632166738
126,0.7840091004155407
127,0.6662631949781029
